,Date,County,inventory_price_increased,inventory_price_decreased,median_days_on_market,demand_score,ldp_unique_viewers_per_property_vs_us
380,2021-06,Del Norte County,0.0,16.0,50.0,,
381,2021-06,Contra Costa County,52.0,148.0,23.0,42.4857324032974,0.9123
382,2021-06,San Joaquin County,76.0,144.0,22.0,43.11984781230184,0.9167
383,2021-06,Humboldt County,4.0,32.0,21.0,65.69435637285986,1.204
384,2021-06,Placer County,40.0,156.0,26.0,62.71401395053899,1.1613
385,2021-06,Glenn County,0.0,4.0,56.0,,
386,2021-06,Nevada County,8.0,92.0,43.0,22.89156626506024,0.7016
387,2021-06,Amador County,4.0,20.0,36.0,68.29422954977807,1.2451
388,2021-06,Calaveras County,16.0,56.0,33.0,55.86556753329106,1.064
389,2021-06,Inyo County,0.0,0.0,53.0,,
390,2021-06,Santa Clara County,56.0,276.0,24.0,5.897273303741281,0.4189
391,2021-06,Kings County,8.0,24.0,29.0,92.45402663284716,1.8316
392,2021-06,Merced County,24.0,36.0,27.0,45.0856055802156,0.9394
393,2021-06,Colusa County,0.0,4.0,25.0,,
394,2021-06,Sacramento County,112.0,388.0,24.0,33.417882054533926,0.8154
395,2021-06,Mendocino County,4.0,52.0,54.0,32.0862396956246,0.8
396,2021-06,San Diego County,528.0,696.0,26.0,10.77996195307546,0.536
397,2021-06,Madera County,20.0,64.0,30.0,47.24159797083069,0.967
398,2021-06,Orange County,288.0,504.0,30.0,15.0285351934052,0.6009
399,2021-06,Tuolumne County,4.0,80.0,42.0,43.18325935320228,0.9169
400,2021-06,Los Angeles County,688.0,1504.0,35.0,6.53138871274572,0.4371
401,2021-06,Tehama County,4.0,32.0,50.0,34.495878249841475,0.825
402,2021-06,Ventura County,52.0,140.0,29.0,46.290424857324034,0.9546
403,2021-06,Modoc County,0.0,4.0,72.0,,
404,2021-06,Lake County,4.0,64.0,40.0,10.653138871274573,0.5322
405,2021-06,Solano County,68.0,76.0,16.0,60.05072923272036,1.1231
406,2021-05,Sutter County,0.0,24.0,29.0,95.18072289156626,2.0363
407,2021-05,Calaveras County,4.0,44.0,28.0,62.01648700063412,1.1596
408,2021-05,San Diego County,556.0,484.0,26.0,12.111604311984784,0.5329
409,2021-05,Solano County,52.0,52.0,18.0,65.63094483195941,1.2003
410,2021-05,Imperial County,8.0,12.0,28.0,53.3291058972733,1.0383
411,2021-05,San Francisco County,24.0,180.0,37.0,2.599873176918199,0.3011
412,2021-05,Trinity County,4.0,16.0,51.0,,
413,2021-05,Yuba County,8.0,12.0,30.0,89.91756499682943,1.7422
414,2021-05,Nevada County,16.0,72.0,43.0,20.545339251743812,0.6581
415,2021-05,Santa Cruz County,8.0,56.0,27.0,51.934051997463534,1.0197
416,2021-05,Amador County,4.0,20.0,35.0,77.10843373493977,1.3929
417,2021-05,Tehama County,8.0,40.0,38.0,35.38363982244769,0.8264
418,2021-05,Contra Costa County,64.0,112.0,24.0,48.19277108433735,0.9813
419,2021-05,Riverside County,436.0,464.0,30.0,24.28662016487001,0.7019
420,2021-05,Kings County,12.0,28.0,35.0,86.87381103360812,1.6388
421,2021-05,Placer County,52.0,124.0,27.0,62.46036778693722,1.1647
422,2021-05,Modoc County,0.0,0.0,95.0,,
423,2021-05,Alameda County,80.0,152.0,23.0,18.89663918833228,0.6344
424,2021-05,Tulare County,52.0,56.0,30.0,64.42612555485098,1.1857
425,2021-05,Stanislaus County,36.0,80.0,27.0,49.46100190234623,0.9946
426,2021-05,Yolo County,16.0,24.0,30.0,65.37729866835764,1.1987
427,2021-05,Glenn County,0.0,4.0,54.0,,
428,2021-05,San Luis Obispo County,12.0,80.0,36.0,48.31959416613824,0.9821
429,2021-05,San Benito County,0.0,4.0,28.0,79.3278376664553,1.4355
430,2021-05,Merced County,32.0,24.0,36.0,49.39759036144578,0.9945
431,2021-05,Sierra County,0.0,0.0,93.0,,
432,2021-05,Del Norte County,0.0,4.0,56.0,,
433,2021-05,El Dorado County,24.0,100.0,28.0,67.46987951807229,1.2213
434,2021-05,Lake County,8.0,32.0,43.0,14.140773620798983,0.5636
435,2021-05,San Bernardino County,352.0,536.0,29.0,11.477488902980342,0.5268
436,2021-05,Humboldt County,4.0,28.0,22.0,65.44071020925809,1.1989
437,2021-05,San Joaquin County,60.0,104.0,25.0,56.0558021559924,1.0783
438,2021-05,Plumas County,4.0,20.0,51.0,,
439,2021-05,Inyo County,0.0,0.0,51.0,,
440,2021-05,Madera County,8.0,56.0,29.0,42.92961318960051,0.9172
441,2021-05,Lassen County,0.0,44.0,29.0,,
442,2021-05,Sacramento County,140.0,260.0,25.0,41.15409004438808,0.8847
443,2021-05,San Mateo County,16.0,112.0,32.0,10.77996195307546,0.5145
444,2021-05,Santa Clara County,68.0,272.0,28.0,5.453392517438173,0.3987
445,2021-05,Mono County,4.0,8.0,36.0,,
446,2021-05,Marin County,4.0,60.0,26.0,35.95434369055168,0.8298
447,2021-05,Siskiyou County,4.0,16.0,42.0,31.769181991122387,0.7958
448,2021-05,Kern County,100.0,176.0,22.0,33.734939759036145,0.8101
449,2021-05,Sonoma County,44.0,196.0,31.0,16.550412175015854,0.5987
450,2021-05,Orange County,292.0,492.0,32.0,14.39441978440076,0.5659
451,2021-05,Colusa County,0.0,0.0,42.0,,
452,2021-05,Fresno County,52.0,136.0,16.0,49.90488268864933,0.9991
453,2021-05,Butte County,16.0,76.0,35.0,36.77869372225745,0.842
454,2021-05,Tuolumne County,4.0,80.0,32.0,42.04185161699429,0.9006
455,2021-05,Mendocino County,0.0,40.0,48.0,25.68167406467977,0.723
456,2021-05,Ventura County,48.0,116.0,31.0,48.129359543436905,0.9812
457,2021-05,Shasta County,36.0,76.0,23.0,20.038046924540268,0.6513
458,2021-05,Alpine County,0.0,0.0,177.0,,
459,2021-05,Los Angeles County,680.0,1300.0,35.0,7.609384908053266,0.4355
460,2021-05,Monterey County,8.0,36.0,36.0,60.87507926442613,1.1416
461,2021-05,Santa Barbara County,16.0,72.0,33.0,76.72796448953709,1.3841
462,2021-05,Napa County,4.0,52.0,37.0,16.613823715916297,0.5995
463,2021-05,Mariposa County,0.0,16.0,55.0,,
464,2021-04,Sierra County,0.0,0.0,113.0,,
465,2021-04,Nevada County,16.0,60.0,49.0,25.301204819277107,0.7069
466,2021-04,Modoc County,0.0,0.0,140.0,,
467,2021-04,Sonoma County,36.0,160.0,32.0,19.657577679137603,0.6311
468,2021-04,Merced County,52.0,28.0,35.0,49.14394419784401,0.9856
469,2021-04,Monterey County,16.0,36.0,46.0,57.89473684210527,1.109
470,2021-04,Colusa County,0.0,4.0,46.0,,
471,2021-04,San Luis Obispo County,8.0,44.0,31.0,52.694990488268864,1.0401
472,2021-04,Sacramento County,132.0,212.0,25.0,48.50982878883957,0.9796
473,2021-04,Riverside County,408.0,352.0,30.0,27.33037412809131,0.7269
474,2021-04,Plumas County,4.0,12.0,52.0,,
475,2021-04,Calaveras County,8.0,32.0,34.0,67.53329105897274,1.2589
476,2021-04,Tehama County,4.0,20.0,46.0,38.23715916296766,0.8667
477,2021-04,Alpine County,0.0,0.0,163.0,,
478,2021-04,Placer County,56.0,104.0,26.0,65.37729866835764,1.2087
479,2021-04,Mendocino County,0.0,24.0,52.0,31.19847812301839,0.7772
480,2021-04,Marin County,4.0,36.0,28.0,39.69562460367787,0.8864
481,2021-04,Glenn County,0.0,4.0,56.0,,
482,2021-04,Alameda County,76.0,140.0,28.0,22.2574508560558,0.6694
483,2021-04,Solano County,60.0,52.0,20.0,72.60621433100825,1.3377
484,2021-04,San Bernardino County,340.0,372.0,26.0,16.867469879518072,0.597
485,2021-04,Trinity County,0.0,8.0,90.0,,
486,2021-04,San Diego County,528.0,396.0,28.0,15.091946734305644,0.5681
487,2021-04,Santa Clara County,88.0,232.0,28.0,6.214331008243501,0.394
488,2021-04,Ventura County,60.0,108.0,29.0,53.51934051997464,1.0513
489,2021-04,Mariposa County,0.0,16.0,45.0,,
490,2021-04,Lassen County,0.0,20.0,56.0,,
491,2021-04,Sutter County,8.0,16.0,28.0,93.40519974635384,2.0239
492,2021-04,San Joaquin County,60.0,68.0,24.0,63.91883322764743,1.186
493,2021-04,Madera County,24.0,28.0,31.0,51.42675967025999,1.02
494,2021-04,Siskiyou County,0.0,12.0,47.0,39.94927076727964,0.8882
495,2021-04,Santa Cruz County,12.0,36.0,26.0,58.6556753329106,1.1187
496,2021-04,Yuba County,0.0,16.0,30.0,89.98097653772986,1.8003
497,2021-04,El Dorado County,12.0,72.0,30.0,70.76727964489538,1.3053
498,2021-04,Orange County,276.0,496.0,28.0,13.126188966391885,0.5393
499,2021-04,Santa Barbara County,20.0,56.0,35.0,64.48953709575143,1.1988
500,2021-04,Fresno County,40.0,108.0,17.0,57.197209892200384,1.097
501,2021-04,Kern County,100.0,176.0,23.0,33.60811667723526,0.8122
502,2021-04,Napa County,8.0,36.0,49.0,24.920735573874445,0.7029
503,2021-04,Humboldt County,4.0,32.0,22.0,67.66011414077362,1.2597
504,2021-04,Inyo County,0.0,0.0,49.0,,
505,2021-04,Imperial County,4.0,4.0,32.0,47.62206721623336,0.9709
506,2021-04,Kings County,20.0,24.0,39.0,79.51807228915662,1.4799
507,2021-04,San Benito County,4.0,8.0,35.0,78.88395688015218,1.4637
508,2021-04,Shasta County,36.0,64.0,29.0,24.603677869372227,0.6993
509,2021-04,Del Norte County,0.0,12.0,53.0,,
510,2021-04,San Mateo County,16.0,88.0,33.0,11.350665821179454,0.5138
511,2021-04,Mono County,0.0,8.0,28.0,,
512,2021-04,San Francisco County,28.0,168.0,37.0,3.6778693722257447,0.3381
513,2021-04,Contra Costa County,44.0,92.0,27.0,49.46100190234623,0.9882
514,2021-04,Tuolumne County,12.0,40.0,35.0,50.538998097653774,1.0079
515,2021-04,Lake County,16.0,40.0,58.0,13.06277742549144,0.5387
516,2021-04,Los Angeles County,668.0,1288.0,35.0,7.609384908053266,0.4271
517,2021-04,Yolo County,16.0,24.0,25.0,65.56753329105898,1.2109
518,2021-04,Stanislaus County,20.0,68.0,29.0,54.09004438807863,1.0574
519,2021-04,Butte County,8.0,72.0,37.0,36.71528218135701,0.8495
520,2021-04,Amador County,0.0,28.0,31.0,74.00126823081801,1.364
521,2021-04,Tulare County,52.0,64.0,34.0,64.61636017755231,1.1992
522,2021-03,Los Angeles County,536.0,1268.0,35.0,8.560558021559924,0.45
523,2021-03,San Luis Obispo County,12.0,68.0,34.0,58.40202916930881,1.1157
524,2021-03,San Mateo County,4.0,88.0,31.0,13.506658211794548,0.5297
525,2021-03,Trinity County,0.0,4.0,110.0,,
526,2021-03,Del Norte County,0.0,8.0,79.0,,
527,2021-03,Glenn County,0.0,4.0,59.0,,
528,2021-03,Mendocino County,0.0,16.0,60.0,39.75903614457831,0.883
529,2021-03,Tulare County,48.0,44.0,33.0,65.37729866835764,1.2259
530,2021-03,Stanislaus County,20.0,56.0,35.0,65.31388712745719,1.2257
531,2021-03,Solano County,60.0,36.0,20.0,84.4007609384908,1.6067
532,2021-03,Mariposa County,0.0,4.0,111.0,,
533,2021-03,Ventura County,68.0,116.0,26.0,56.49968294229549,1.0906
534,2021-03,Santa Clara County,48.0,284.0,25.0,7.3557387444514895,0.4182
535,2021-03,Kings County,12.0,32.0,28.0,84.33734939759037,1.6067
536,2021-03,Sutter County,4.0,16.0,28.0,95.8148383005707,2.249
537,2021-03,Sierra County,0.0,0.0,94.0,,
538,2021-03,Santa Cruz County,4.0,40.0,33.0,70.89410272669626,1.3016
539,2021-03,Contra Costa County,36.0,108.0,25.0,50.856055802156,1.011
540,2021-03,Mono County,0.0,12.0,39.0,,
541,2021-03,Sacramento County,148.0,216.0,27.0,57.45085605580216,1.1008
542,2021-03,Yolo County,12.0,20.0,24.0,78.69372225745086,1.4732
543,2021-03,Riverside County,404.0,384.0,29.0,31.26188966391884,0.7826
544,2021-03,Napa County,0.0,44.0,57.0,28.4717818642993,0.742
545,2021-03,Modoc County,0.0,4.0,137.0,,
546,2021-03,San Benito County,4.0,4.0,33.0,76.28408370323399,1.4066
547,2021-03,Lassen County,0.0,8.0,100.0,,
548,2021-03,Kern County,88.0,156.0,23.0,39.632213062777424,0.8818
549,2021-03,Imperial County,0.0,8.0,33.0,55.61192136968928,1.0782
550,2021-03,Sonoma County,48.0,124.0,32.0,23.779327837666457,0.6768
551,2021-03,Lake County,20.0,48.0,66.0,14.901712111604311,0.5606
552,2021-03,Nevada County,4.0,40.0,69.0,31.64235890932149,0.7849
553,2021-03,San Diego County,480.0,476.0,30.0,18.008877615726064,0.6089
554,2021-03,Colusa County,0.0,0.0,70.0,,
555,2021-03,Plumas County,4.0,12.0,99.0,,
556,2021-03,San Francisco County,16.0,136.0,36.0,4.56563094483196,0.3508
557,2021-03,Shasta County,48.0,68.0,35.0,22.511097019657576,0.6642
558,2021-03,Tuolumne County,8.0,32.0,46.0,65.63094483195941,1.2295
559,2021-03,Merced County,56.0,32.0,28.0,44.95878249841471,0.9358
560,2021-03,Santa Barbara County,16.0,32.0,39.0,80.46924540266328,1.5155
561,2021-03,Calaveras County,4.0,28.0,51.0,75.33291058972733,1.3897
562,2021-03,Siskiyou County,0.0,12.0,86.0,46.290424857324034,0.9524
563,2021-03,Placer County,40.0,72.0,29.0,78.44007609384907,1.4695
564,2021-03,Monterey County,12.0,48.0,49.0,61.1287254280279,1.1554
565,2021-03,Madera County,16.0,48.0,43.0,55.86556753329106,1.0812
566,2021-03,San Bernardino County,324.0,308.0,22.0,24.09638554216868,0.6815
567,2021-03,Orange County,308.0,500.0,28.0,12.74571972098922,0.523
568,2021-03,San Joaquin County,40.0,64.0,28.0,68.42105263157895,1.2754
569,2021-03,Amador County,0.0,16.0,42.0,82.87888395688016,1.5708
570,2021-03,Tehama County,0.0,40.0,68.0,46.73430564362714,0.9617
571,2021-03,Marin County,4.0,24.0,28.0,38.23715916296766,0.8651
572,2021-03,Yuba County,8.0,16.0,32.0,94.41978440076096,2.0971
573,2021-03,Alameda County,68.0,148.0,27.0,30.500951173113503,0.7743
574,2021-03,Humboldt County,4.0,16.0,23.0,81.10336081166773,1.5311
575,2021-03,Alpine County,0.0,0.0,167.0,,
576,2021-03,Fresno County,40.0,120.0,21.0,59.22637920101459,1.1293
577,2021-03,El Dorado County,24.0,68.0,30.0,79.96195307545973,1.5047
578,2021-03,Butte County,4.0,96.0,43.0,38.55421686746988,0.8688
579,2021-03,Inyo County,0.0,4.0,44.0,,
580,2021-02,Alameda County,52.0,112.0,24.0,35.066582117945465,0.819
581,2021-02,Ventura County,76.0,92.0,26.0,66.64552948636651,1.2367
582,2021-02,Sutter County,0.0,24.0,21.0,97.4001268230818,2.4612
583,2021-02,Kings County,8.0,12.0,43.0,82.94229549778059,1.5619
584,2021-02,Sierra County,0.0,0.0,73.0,,
585,2021-02,Colusa County,0.0,4.0,84.0,,
586,2021-02,San Luis Obispo County,16.0,60.0,50.0,58.97273303741281,1.118
587,2021-02,Modoc County,0.0,0.0,158.0,,
588,2021-02,Napa County,4.0,32.0,80.0,33.60811667723526,0.8036
589,2021-02,Trinity County,0.0,4.0,104.0,,
590,2021-02,Amador County,0.0,8.0,64.0,84.4007609384908,1.5987
591,2021-02,Yuba County,12.0,4.0,31.0,96.32213062777424,2.2727
592,2021-02,San Bernardino County,312.0,216.0,28.0,33.481293595434366,0.8014
593,2021-02,San Joaquin County,56.0,36.0,31.0,83.00570703868104,1.5642
594,2021-02,Stanislaus County,32.0,64.0,38.0,70.89410272669626,1.3097
595,2021-02,Mono County,4.0,4.0,85.0,,
596,2021-02,Riverside County,384.0,408.0,37.0,34.87634749524414,0.818
597,2021-02,Mendocino County,0.0,8.0,87.0,53.64616360177552,1.0505
598,2021-02,Siskiyou County,0.0,12.0,143.0,61.82625237793279,1.1601
599,2021-02,San Mateo County,8.0,100.0,31.0,15.409004438807864,0.5671
600,2021-02,Monterey County,8.0,68.0,60.0,74.19150285351934,1.3702
601,2021-02,Butte County,4.0,68.0,44.0,40.90044388078631,0.8988
602,2021-02,Marin County,4.0,36.0,31.0,54.09004438807863,1.0545
603,2021-02,El Dorado County,20.0,88.0,38.0,86.74698795180723,1.6581
604,2021-02,Los Angeles County,560.0,1272.0,36.0,11.28725428027901,0.5005
605,2021-02,Mariposa County,0.0,4.0,105.0,,
606,2021-02,Humboldt County,0.0,16.0,49.0,88.33227647431833,1.7194
607,2021-02,Santa Clara County,52.0,188.0,27.0,11.60431198478123,0.5055
608,2021-02,Calaveras County,12.0,20.0,53.0,79.01077996195308,1.4634
609,2021-02,Lassen County,0.0,4.0,138.0,,
610,2021-02,Inyo County,0.0,0.0,91.0,,
611,2021-02,Nevada County,12.0,40.0,85.0,43.880786303107165,0.9293
612,2021-02,Sacramento County,100.0,160.0,28.0,70.83069118579581,1.3087
613,2021-02,Placer County,40.0,80.0,33.0,86.49334178820546,1.652
614,2021-02,Imperial County,4.0,4.0,42.0,58.84590995561192,1.1139
615,2021-02,Sonoma County,20.0,148.0,38.0,29.803424223208623,0.7625
616,2021-02,Fresno County,40.0,92.0,23.0,67.08941027266962,1.2467
617,2021-02,San Benito County,0.0,8.0,36.0,89.22003804692454,1.7591
618,2021-02,Lake County,8.0,48.0,63.0,13.189600507292326,0.529
619,2021-02,Tehama County,4.0,36.0,73.0,48.89029803424223,0.9807
620,2021-02,Merced County,72.0,16.0,29.0,48.50982878883957,0.9768
621,2021-02,Santa Barbara County,36.0,68.0,46.0,66.96258719086873,1.2429
622,2021-02,Yolo County,20.0,16.0,29.0,87.82498414711478,1.706
623,2021-02,Contra Costa County,36.0,108.0,24.0,63.60177552314521,1.1832
624,2021-02,Tulare County,40.0,60.0,49.0,67.02599873176919,1.2452
625,2021-02,Plumas County,0.0,8.0,126.0,,
626,2021-02,San Francisco County,16.0,156.0,31.0,6.214331008243501,0.4049
627,2021-02,Santa Cruz County,8.0,32.0,37.0,79.89854153455929,1.4789
628,2021-02,Alpine County,0.0,4.0,165.0,,
629,2021-02,San Diego County,396.0,428.0,30.0,22.003804692454025,0.6584
630,2021-02,Shasta County,52.0,52.0,44.0,27.33037412809131,0.7276
631,2021-02,Madera County,12.0,28.0,61.0,58.46544071020926,1.1074
632,2021-02,Orange County,244.0,504.0,33.0,16.16994292961319,0.577
633,2021-02,Tuolumne County,4.0,28.0,72.0,64.1724793912492,1.1947
634,2021-02,Glenn County,0.0,0.0,89.0,,
635,2021-02,Kern County,96.0,168.0,31.0,39.25174381737476,0.8809
636,2021-02,Solano County,56.0,28.0,18.0,88.142041851617,1.7122
637,2021-02,Del Norte County,0.0,8.0,111.0,,
638,2021-01,Solano County,56.0,36.0,33.0,84.4007609384908,1.587
639,2021-01,Siskiyou County,0.0,8.0,135.0,54.21686746987952,1.0586
640,2021-01,Glenn County,0.0,4.0,95.0,,
641,2021-01,Humboldt County,4.0,28.0,70.0,89.91756499682943,1.7629
642,2021-01,Santa Clara County,36.0,180.0,43.0,16.80405833861763,0.5941
643,2021-01,Amador County,4.0,16.0,76.0,82.81547241597971,1.5463
644,2021-01,Imperial County,8.0,8.0,46.0,52.50475586556753,1.0351
645,2021-01,Fresno County,32.0,116.0,41.0,68.48446417247939,1.2564
646,2021-01,Placer County,20.0,64.0,52.0,87.95180722891565,1.6963
647,2021-01,Tehama County,4.0,40.0,74.0,42.04185161699429,0.909
648,2021-01,San Francisco County,8.0,140.0,70.0,14.0139505389981,0.5531
649,2021-01,Contra Costa County,52.0,104.0,35.0,69.3722257450856,1.2695
650,2021-01,Colusa County,0.0,4.0,87.0,,
651,2021-01,Santa Cruz County,4.0,32.0,58.0,79.26442612555485,1.4738
652,2021-01,Yolo County,8.0,16.0,46.0,78.7571337983513,1.4624
653,2021-01,Tulare County,28.0,84.0,56.0,67.53329105897274,1.2391
654,2021-01,Kern County,80.0,168.0,36.0,40.076093849080536,0.8877
655,2021-01,Nevada County,8.0,48.0,82.0,44.89537095751427,0.9431
656,2021-01,Mariposa County,0.0,12.0,80.0,,
657,2021-01,San Benito County,4.0,4.0,70.0,94.41978440076096,2.0321
658,2021-01,Madera County,16.0,28.0,57.0,57.89473684210527,1.0971
659,2021-01,Kings County,8.0,12.0,79.0,88.26886493341787,1.7105
660,2021-01,Marin County,0.0,32.0,69.0,56.436271401395054,1.0789
661,2021-01,Alameda County,32.0,100.0,40.0,42.232086239695626,0.9099
662,2021-01,San Diego County,328.0,516.0,38.0,24.603677869372227,0.6959
663,2021-01,Modoc County,0.0,4.0,144.0,,
664,2021-01,San Luis Obispo County,4.0,60.0,66.0,59.98731769181991,1.1231
665,2021-01,Inyo County,0.0,0.0,60.0,,
666,2021-01,Orange County,172.0,528.0,50.0,18.96005072923272,0.6197
667,2021-01,Napa County,8.0,28.0,85.0,32.910589727330375,0.8029
668,2021-01,Trinity County,0.0,4.0,91.0,,
669,2021-01,Sonoma County,16.0,124.0,64.0,25.93532022828155,0.7099
670,2021-01,Yuba County,4.0,12.0,56.0,94.92707672796448,2.078
671,2021-01,Mendocino County,0.0,8.0,84.0,57.76791376030438,1.0945
672,2021-01,Ventura County,36.0,100.0,51.0,70.5136334812936,1.2926
673,2021-01,Lassen County,0.0,8.0,127.0,,
674,2021-01,San Joaquin County,60.0,68.0,44.0,86.23969562460367,1.6358
675,2021-01,Alpine County,0.0,0.0,147.0,,
676,2021-01,Monterey County,12.0,52.0,65.0,72.35256816740647,1.3344
677,2021-01,Sutter County,4.0,8.0,52.0,98.79518072289156,2.8531
678,2021-01,Shasta County,24.0,60.0,74.0,25.17438173747622,0.7005
679,2021-01,Sacramento County,116.0,148.0,40.0,76.60114140773621,1.4248
680,2021-01,San Bernardino County,264.0,288.0,43.0,36.71528218135701,0.8405
681,2021-01,Lake County,8.0,44.0,68.0,15.282181357006976,0.5751
682,2021-01,Del Norte County,0.0,4.0,108.0,,
683,2021-01,Calaveras County,4.0,28.0,73.0,74.31832593532023,1.3733
684,2021-01,Butte County,8.0,64.0,72.0,49.65123652504756,0.9972
685,2021-01,Mono County,0.0,0.0,86.0,,
686,2021-01,Stanislaus County,24.0,80.0,48.0,69.4990488268865,1.2709
687,2021-01,San Mateo County,12.0,72.0,52.0,23.589093214965125,0.6865
688,2021-01,Merced County,28.0,32.0,49.0,45.59289790741915,0.9502
689,2021-01,El Dorado County,24.0,72.0,64.0,88.71274571972098,1.7256
690,2021-01,Los Angeles County,432.0,1352.0,56.0,13.633481293595434,0.5497
691,2021-01,Sierra County,0.0,0.0,74.0,,
692,2021-01,Santa Barbara County,12.0,52.0,64.0,74.50856055802156,1.376
693,2021-01,Tuolumne County,8.0,32.0,71.0,61.06531388712746,1.1449
694,2021-01,Riverside County,340.0,636.0,51.0,26.75967025998732,0.7184
695,2021-01,Plumas County,0.0,12.0,124.0,,
696,2020-12,Alpine County,0.0,0.0,117.0,,
697,2020-12,Mendocino County,0.0,12.0,71.0,57.641090678503495,1.0882
698,2020-12,Sacramento County,104.0,220.0,39.0,80.15218769816107,1.4712
699,2020-12,Nevada County,8.0,64.0,71.0,42.4857324032974,0.9057
700,2020-12,El Dorado County,16.0,64.0,53.0,90.86873811033608,1.7889
701,2020-12,Yuba County,4.0,12.0,53.0,96.44895370957516,2.2273
702,2020-12,Santa Cruz County,4.0,56.0,51.0,80.72289156626506,1.4888
703,2020-12,Modoc County,0.0,0.0,106.0,,
704,2020-12,Santa Clara County,60.0,228.0,41.0,16.930881420418515,0.5986
705,2020-12,Tulare County,28.0,68.0,47.0,74.12809131261889,1.3595
706,2020-12,Siskiyou County,0.0,16.0,118.0,57.197209892200384,1.0801
707,2020-12,Mono County,0.0,8.0,83.0,,
708,2020-12,San Diego County,260.0,604.0,42.0,22.19403931515536,0.6733
709,2020-12,Inyo County,0.0,0.0,46.0,,
710,2020-12,Monterey County,12.0,64.0,56.0,76.53772986683578,1.3969
711,2020-12,Riverside County,328.0,608.0,47.0,25.17438173747622,0.7009
712,2020-12,Santa Barbara County,12.0,88.0,59.0,73.74762206721624,1.3512
713,2020-12,Sierra County,0.0,0.0,72.0,,
714,2020-12,Yolo County,8.0,32.0,51.0,80.46924540266328,1.4828
715,2020-12,Kings County,8.0,20.0,54.0,88.71274571972098,1.7182
716,2020-12,Alameda County,40.0,148.0,38.0,45.212428662016485,0.9388
717,2020-12,Napa County,8.0,40.0,83.0,33.92517438173748,0.8069
718,2020-12,Butte County,8.0,76.0,62.0,45.46607482561826,0.9407
719,2020-12,San Mateo County,12.0,104.0,48.0,25.04755865567533,0.7005
720,2020-12,Shasta County,8.0,84.0,61.0,24.79391249207356,0.6987
721,2020-12,Plumas County,0.0,20.0,117.0,,
722,2020-12,Tehama County,0.0,40.0,65.0,42.80279010779962,0.9083
723,2020-12,Glenn County,0.0,4.0,88.0,,
724,2020-12,Los Angeles County,464.0,1504.0,51.0,12.809131261889664,0.5432
725,2020-12,Orange County,180.0,664.0,52.0,16.80405833861763,0.5974
726,2020-12,Amador County,0.0,32.0,61.0,83.76664552948637,1.5598
727,2020-12,Sutter County,0.0,12.0,49.0,99.23906150919468,2.8758
728,2020-12,Imperial County,0.0,20.0,46.0,59.353202282815474,1.1156
729,2020-12,Placer County,20.0,116.0,46.0,87.19086873811034,1.6692
730,2020-12,Lake County,0.0,36.0,59.0,16.487000634115407,0.5936
731,2020-12,San Francisco County,12.0,156.0,70.0,10.019023462270134,0.506
732,2020-12,Solano County,40.0,52.0,35.0,91.37603043753964,1.8091
733,2020-12,San Joaquin County,56.0,60.0,46.0,91.12238427393788,1.7933
734,2020-12,Madera County,8.0,60.0,55.0,60.431198478123015,1.1264
735,2020-12,Marin County,4.0,64.0,55.0,53.138871274571976,1.0368
736,2020-12,Kern County,84.0,208.0,38.0,48.06594800253647,0.9684
737,2020-12,Merced County,36.0,48.0,44.0,46.16360177552315,0.9504
738,2020-12,San Benito County,0.0,4.0,68.0,92.26379201014583,1.8585
739,2020-12,Sonoma County,28.0,132.0,54.0,29.296131896005072,0.7555
740,2020-12,Tuolumne County,0.0,40.0,67.0,63.72859860494609,1.1899
741,2020-12,Fresno County,52.0,160.0,38.0,68.10399492707673,1.2574
742,2020-12,Ventura County,16.0,112.0,45.0,71.27457197209893,1.3049
743,2020-12,Mariposa County,0.0,8.0,70.0,,
744,2020-12,Trinity County,0.0,12.0,104.0,,
745,2020-12,Humboldt County,4.0,32.0,63.0,90.23462270133165,1.7519
746,2020-12,San Luis Obispo County,8.0,68.0,60.0,62.587190868738105,1.1689
747,2020-12,Lassen County,0.0,12.0,105.0,,
748,2020-12,Contra Costa County,36.0,164.0,41.0,74.88902980342422,1.3705
749,2020-12,Stanislaus County,16.0,60.0,42.0,76.34749524413444,1.3926
750,2020-12,Del Norte County,0.0,0.0,122.0,,
751,2020-12,Colusa County,0.0,8.0,62.0,,
752,2020-12,San Bernardino County,276.0,368.0,46.0,32.84717818642993,0.7976
753,2020-12,Calaveras County,8.0,20.0,72.0,68.48446417247939,1.2607
754,2020-11,Mendocino County,0.0,28.0,64.0,53.39251743817375,1.0453
755,2020-11,Modoc County,0.0,0.0,88.0,,
756,2020-11,San Diego County,304.0,956.0,36.0,14.521242866201648,0.5704
757,2020-11,Shasta County,24.0,120.0,46.0,20.92580849714648,0.6568
758,2020-11,Tehama County,4.0,40.0,57.0,45.71972098922004,0.9491
759,2020-11,Kern County,84.0,288.0,35.0,43.11984781230184,0.914
760,2020-11,Trinity County,0.0,4.0,85.0,,
761,2020-11,Stanislaus County,20.0,128.0,37.0,67.08941027266962,1.249
762,2020-11,Placer County,40.0,200.0,40.0,73.87444514901712,1.3527
763,2020-11,Lake County,0.0,44.0,55.0,13.823715916296766,0.5598
764,2020-11,Madera County,4.0,56.0,46.0,48.50982878883957,0.9817
765,2020-11,Mariposa County,0.0,12.0,64.0,,
